name,url,image,startDate,endDate,description,description_fr,location,city,region,page,region_abbr
Tiree Music Festival 2025,https://www.musicfestivalwizard.com/festivals/tiree-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/11/Tiree-Music-Festival-2025-Lineup-Poster.jpg,2025-07-11,2025-07-13,"Tiree Music Festival is a music festival and an island adventure. Festival fans will enjoy live music, white sands, world-famous surf. deserted roads lined with lush greenery and wild flowers and lots of sunshine.","Tiree Music Festival est un festival de musique et une aventure insulaire. Les fans du festival apprécieront la musique live, les sables blancs, le surf de renommée mondiale. Des routes désertes bordées de verdure luxuriante et fleurs sauvages et beaucoup de soleil.",Crossapol,Crossapol,United Kingdom,3,UK
TRNSMT 2025,https://www.musicfestivalwizard.com/festivals/trnsmt-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/09/TRNSMT_Festival_Logo.jpg,2025-07-11,2025-07-13,"Scotland's newest mega-festival moved into Glasgow to fill the void left by the legendary T in the Park. Now stretching over two weekends, TRNSMT has already made a name for itself by assembling a world-class roster of talent along with multiple UK exclusives.","Le plus récent méga-festival d'Écosse s'est déplacé vers Glasgow pour remplir le void laissé par le légendaire t dans le Park. S'étendant maintenant pendant deux week-ends, trnsmt s'est déjà fait un nom en assemblant une liste de talents de classe mondiale ainsi que plusieurs exclusivités britanniques.",Glasgow Green,Glasgow,Scotland,3,SC
Ultra Europe 2025,https://www.musicfestivalwizard.com/festivals/ultra-europe-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/12/Ultra_Logo.jpg,2025-07-11,2025-07-13,"Hosted every year on the idyllic Dalmatian Coast in Croatia, the European edition of the massively popular Ultra Festival has become one of the largest electronic festivals on the continent. The multi-venue event is known for changing up venues around Split, so expect everything from a massive stadium to intimate beach parties.","Hébergé chaque année sur le idyllique dalmatien Coast dans Croatia, The Edition européen de le Massivement populaire usée festival électronique sur les festivals électroniques plus populaires sur le des festivals électroniques sur. The L'événement multi-venue est connu pour changer les sites autour de Split, alors attendez-vous à tout, d'un stade massif à des fêtes de plage intimes.",Mladeži Park,Split,Croatia,3,HR
Wireless Festival 2025,https://www.musicfestivalwizard.com/festivals/wireless-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2016/03/Wireless_Logo-e1457714093843.jpg,2025-07-11,2025-07-13,"It's London's ultimate summer music festival. Every year, the Wireless Festival brings an epic-sized lineup to Finsbury Park with past artists including New Order, The Strokes, Daft Punk, Jay-Z, Morrisey, Kanye West, and LCD Soundsystem.","C'est le Ultimate Summer Music Festival de Londres. Chaque année, le Wireless Festival apporte une gamme de taille épique à Finsbury Park avec des artistes antérieurs, y compris new Ordre, the Strotes, Daft Punk, Jay-Z, Morrisey, Kanye West,, lcdd-z, Morrisey, Kanye West,, lcdd-z, Morrisey, Kanye West,, LCDD-Z, Morrisey, Kanye West,, LCDD-Z, Morrisey, Kanye West,. SoundSystem.",Finsbury Park,London,United Kingdom,3,UK
Bass Coast 2025,https://www.musicfestivalwizard.com/festivals/bass-coast-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/10/Bass_Coast_Logo.jpg,2025-07-11,2025-07-14,"Don’t call it a rave. Bass Coast is a DIY indie electronic festival that thrives on the natural beauty of its British Columbia location and strong roster of local and international talent. This festival encourages artists to experiment and “share their hard work without fear of judgment”.  The boutique event has cemented its reputation as a home for creatives with incredible art installments, panel discussions, and a thoughtful venue layout.","Ne l'appelez pas une rave. Bass Coast est un festival électronique indie bricolage qui se propage sur la beauté naturelle de sa ferme britannique Columbia et Strong Asster of Local and talent international. This Festival encourage les artistes à expérimenter et «partager leur travail acharné sans crainte de jugement».  L'événement de boutique a cimenté sa réputation de maison pour les créatifs avec des épisodes d'art incroyables, des discussions de groupe, et une disposition de lieu réfléchie.",Nicola Valley,Merritt,British Columbia,3,BC
Day & Night Festival 2025,https://www.musicfestivalwizard.com/festivals/day-night-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/11/Day-and-Night.png,2025-07-14,2025-07-17,"After a 10-year absence the famous Day & Night Festival returns to Zrće Beach promising to be crazier than ever. Boat parties, clubbing until dawn, and the best of electronic music will meet you on the beaches of Croatia this summer.","Après une absence de 10 ans le célèbre day & Night Festival revient à Zrće Beach promettant d'être plus fou que jamais. Des fêtes de bateau, clubbing jusqu'à l'aube, et le La meilleure de la musique électronique vous rencontrera sur les plages de Croatie cet été.",Zrće Beach,Novalja,Croatia,3,HR
4848 Festival 2025,https://www.musicfestivalwizard.com/festivals/4848-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2020/06/4848-Festival-Hero.jpg,2025-07-17,2025-07-19,"4848 Festival features 3-days and 3-nights, 2 main-stages, 20+ genre-busting bands, 32+ hours of live music, crowd performers, craft beer, delicious food and authentic craft vendors, scenic-lift rides, Festival Express Shuttles, Split Rock pools, zipline, climbing wall and Shavers Lake Activities including; swimming, paddle boats, canoes, kayaks, plus hiking trails, beach, and lake-side hammocks.","4848 Festival propose 3 jours et 3 nuits, 2 étages principaux, 20+ groupes de buste de genre, 32+ heures de musique live, des artistes de la foule, de la bière artisanale, de délicieuses nourriture et Vendeurs artisanaux authentiques, des piscines scéniques, des randonnées de festival, des nuls d'expression, une séparation rock Scenic-lift, Tlipline Wourttles, Split Rock Poacs, zipline, Festival Express Show et Shavers Lake Activités, y compris; natation, paddle batier, canoës, kayaks, plus de sentiers de randonnée, plage, et hamacs côté lac.",Snowshoe Resort,Snowshoe,West Virginia,3,WV
Beaver Island Music Festival 2025,https://www.musicfestivalwizard.com/festivals/beaver-island-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/01/Beaver-Island-Music-Festival.jpg,2025-07-17,2025-07-19,"Beaver Island Music Festival promotes the variety and tradition of all music and art. They want to create opportunities for all artists, be an educational resource, and strongly encourage community and family involvement in an outdoor environment combining nature, renewable energies, music, and artwork.","Beaver île music Festival fait la promotion la variété et tradition de toute musique et art. Ils veulent créer des opportunités pour tous les artistes, être une ressource éducative, et encourage fortement la communauté et implication de la famille dans un environnement en plein air combinant la nature, les énergies renouvelables, la musique, et.",Beaver Island Hideaway Campground,Beaver Island,Michigan,3,MI
Benicassim Festival (FIB) 2025,https://www.musicfestivalwizard.com/festivals/benicassim-festival-fib-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2012/01/FIBLogo1.png,2025-07-17,2025-07-19,"It's all about the music and the beach at The Festival Internacional de Benicàssim, or FIB as it's more commonly called. Nearby surf and sand is where festies spend the day on the shores of some of Spain's finest seaside spots. Bands usually start in the early evening and in Spanish fashion, the festival lasts until the morning catching artists like Beck, Radiohead, Kraftwerk, The Stone Roses, Brian Wilson, Blur, Lou Reed, Oasis, The Chemical Brothers, Franz Ferdinand, The Killers, Morrissey, Sigur Rós, and The Strokes.","Il s'agit de la music et la plage à le festival internacional de Benicàssim, ou fib comme on l'appelle plus communément. Le sable surf à proximité et est l'endroit où les fêtes passent le jour sur les rives de certains des plus beaux endroits de la mer de l'Espagne. Les bandes commencent généralement dans le en début de soirée et à la mode espagnole, le festival dure jusqu'à des artistes de rattrapage du matin comme Beck, Radiohead, Kraftwerk, Stone, Brian Wilson, Blur, loue Brothers, Franz Ferdinand, The Killers, Morrissey, Sigur Rós, et les coups.",Costa Azahar,Benicassim,Spain,3,ES
Blastfest 2025,https://www.musicfestivalwizard.com/festivals/blastfest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/05/Blastfest-Featured-Image.jpg,2025-07-19,2025-07-19,"Introducing BLASTFEST, Seattle's first Afrobeats music festival! This one-day fest takes place at the iconic Space Needle Center and features some of the biggest names in Afrobeats.","Présentation de BlastFest, le premier festival de musique Afrobeats de Seattle! This Fest d'une journée a lieu à The emblématique Space Needle Center et présente certains des plus grands noms de d'Afrobeats.",Space Needle Center,Seattle,Washington,3,WA
Brew Hee Haw 2025,https://www.musicfestivalwizard.com/festivals/brew-hee-haw-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/03/OC-Brew-Hee-Haw-FI.jpg,2025-07-18,2025-07-19,"The Brew Hee Haw is OC's 2 day summer party on opening weekend at the OC Fair. The festival features unlimited tastings of 100+ craft beers on tap, free fair admission, live music, and much more!","The Brew Hee HAW est la fête d'été de 2 jours d'OC le week-end d'ouverture à le OC Fair. Le festival présente des dégustations illimitées de plus de 100 bières artisanales sur le robinet, une entrée équitable gratuite, de la musique live, et beaucoup plus!",OC Fair and Event Center,Costa Mesa,California,3,CA
Colours of Ostrava 2025,https://www.musicfestivalwizard.com/festivals/colours-of-ostrava-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/07/Colours_of_Ostrava_Logo.jpg,2025-07-16,2025-07-19,"Set in a venue filled with the remnants of blast furnaces, mines and ironworks, Colours of Ostrava fills this industrial complex with music and festies. Wander around the amazing grounds and check out some of the other offerings which include film, theater, workshops, discussions, and poetry.","Situé dans un lieu rempli de les restes de haut fourneaux, mines et Ironworks, couleurs d'Ontrava remplit ce complexe industriel de musique et festivals. Promenez-vous les terrains incroyables et consultez certains des les d'autres offres qui incluent le film, le théâtre, les ateliers, les discussions, et poésie.",Dolní Vítkovice,Ostrava,Czech,3,CZ
Country Jam 2025,https://www.musicfestivalwizard.com/festivals/country-jam-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/08/Country_Jam_logo.jpg,2025-07-17,2025-07-19,Country Jam USA located in Eau Claire is one of the largest country music festivals in the world.,Country Jam USA situé à Eau Claire est l'un des les les plus grands festivals de musique country dans le monde le.,Country Jam USA,Eau Claire,Wisconsin,3,WI
Dominator Festival 2025,https://www.musicfestivalwizard.com/festivals/dominator-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/11/Dominator_Logo.jpg,2025-07-18,2025-07-19,"'A deafening sandstorm approaches with deadly speed. Seven extreme formations will compete for a tremendous trophy. Screaming engines, smoking exhausts and dreaded drivers will invade our savage sands. Hardcore will ignite its murdering machines in the desert of domination. Gasoline is gold when you enter…The Rally of Retribution.'","«Une tempête de sable assourdissante s'approche à une vitesse mortelle. Sept formations extrêmes rivaliseront pour un formidable trophée. Les moteurs hurlants, les échappements fumant et redoutés envahiront nos sables sauvages. Hardcore enflammera ses machines à meurtre dans le désert de domination. L'essence est or lorsque vous entrez… le rallye de la rétribution.",E3 Strand,Eersel,Netherlands,4,NL
